year,state,crime_type,count,count_per_capita
1979,United States Total,Violent Crime,1208030,0.0054885755955274675
1979,United States Total,Homicide,21460,9.750157883497881e-05
1979,United States Total,Rape,76390,0.0003470710907364413
1979,United States Total,Robbery,480700,0.0021840171922634815
1979,United States Total,Aggravated Assault,629480,0.0028599857336925657
1979,United States Total,Property Crime,11041500,0.050166061635900205
1979,United States Total,Burglary,3327700,0.015119105493437044
1979,United States Total,Larceny,6601000,0.029991049482278428
1979,United States Total,Motor Vehicle Theft,1112800,0.005055906660184735
1979,Alaska,Violent Crime,1994,0.004911330049261084
1979,Alaska,Homicide,54,0.00013300492610837438
1979,Alaska,Rape,292,0.0007192118226600986
1979,Alaska,Robbery,445,0.0010960591133004926
1979,Alaska,Aggravated Assault,1203,0.0029630541871921183
1979,Alaska,Property Crime,23193,0.0571256157635468
1979,Alaska,Burglary,5616,0.013832512315270936
1979,Alaska,Larceny,15076,0.037133004926108375
1979,Alaska,Motor Vehicle Theft,2501,0.006160098522167487
1979,Alabama,Violent Crime,15578,0.004133191828071106
1979,Alabama,Homicide,496,0.00013159989387105333
1979,Alabama,Rape,1037,0.00027513929424250464
1979,Alabama,Robbery,4127,0.0010949854072698328
1979,Alabama,Aggravated Assault,9918,0.0026314672326877156
1979,Alabama,Property Crime,144372,0.038305120721676834
1979,Alabama,Burglary,48517,0.012872645263995754
1979,Alabama,Larceny,83791,0.02223162642610772
1979,Alabama,Motor Vehicle Theft,12064,0.0032008490315733615
1979,Arkansas,Violent Crime,7984,0.0036623853211009173
1979,Arkansas,Homicide,198,9.08256880733945e-05
1979,Arkansas,Rape,595,0.00027293577981651375
1979,Arkansas,Robbery,1626,0.0007458715596330275
1979,Arkansas,Aggravated Assault,5565,0.0025527522935779815
1979,Arkansas,Property Crime,70949,0.0325454128440367
1979,Arkansas,Burglary,21457,0.009842660550458716
1979,Arkansas,Larceny,45267,0.02076467889908257
1979,Arkansas,Motor Vehicle Theft,4225,0.001938073394495413
1979,Arizona,Violent Crime,14528,0.005929795918367347
1979,Arizona,Homicide,219,8.938775510204082e-05
1979,Arizona,Rape,1120,0.00045714285714285713
1979,Arizona,Robbery,4305,0.001757142857142857
1979,Arizona,Aggravated Assault,8884,0.0036261224489795916
1979,Arizona,Property Crime,177977,0.07264367346938776
1979,Arizona,Burglary,48916,0.019965714285714285
1979,Arizona,Larceny,116976,0.04774530612244898
1979,Arizona,Motor Vehicle Theft,12085,0.004932653061224489
1979,California,Violent Crime,184087,0.008110988720479379
1979,California,Homicide,2952,0.00013006697215368348
1979,California,Rape,12239,0.000539258019034191
1979,California,Robbery,75767,0.003338341557983786
1979,California,Aggravated Assault,93129,0.004103322171307719
1979,California,Property Crime,1511021,0.06657653330983433
1979,California,Burglary,496310,0.02186772999647515
1979,California,Larceny,847148,0.03732587240042298
1979,California,Motor Vehicle Theft,167563,0.0073829309129362
1979,Colorado,Violent Crime,14472,0.0052207792207792205
1979,Colorado,Homicide,161,5.808080808080808e-05
1979,Colorado,Rape,1472,0.000531024531024531
1979,Colorado,Robbery,4353,0.0015703463203463202
1979,Colorado,Aggravated Assault,8486,0.0030613275613275612
1979,Colorado,Property Crime,180984,0.06529004329004329
1979,Colorado,Burglary,49741,0.017944083694083693
1979,Colorado,Larceny,117898,0.04253174603174603
1979,Colorado,Motor Vehicle Theft,13345,0.004814213564213564
1979,Connecticut,Violent Crime,12902,0.004141894060995185
1979,Connecticut,Homicide,131,4.20545746388443e-05
1979,Connecticut,Rape,752,0.00024141252006420544
1979,Connecticut,Robbery,6021,0.0019329052969502408
1979,Connecticut,Aggravated Assault,5998,0.0019255216693418941
1979,Connecticut,Property Crime,167131,0.053653611556982346
1979,Connecticut,Burglary,48229,0.015482825040128411
1979,Connecticut,Larceny,96997,0.03113868378812199
1979,Connecticut,Motor Vehicle Theft,21905,0.007032102728731942
1979,District of Columbia,Violent Crime,10553,0.01608689024390244
1979,District of Columbia,Homicide,180,0.00027439024390243905
1979,District of Columbia,Rape,489,0.0007454268292682927
1979,District of Columbia,Robbery,6920,0.010548780487804879
1979,District of Columbia,Aggravated Assault,2964,0.004518292682926829
1979,District of Columbia,Property Crime,45877,0.0699344512195122
1979,District of Columbia,Burglary,13452,0.02050609756097561
1979,District of Columbia,Larceny,28819,0.04393140243902439
1979,District of Columbia,Motor Vehicle Theft,3606,0.005496951219512195
1979,Delaware,Violent Crime,3127,0.005372852233676976
1979,Delaware,Homicide,33,5.670103092783505e-05
1979,Delaware,Rape,162,0.00027835051546391755
1979,Delaware,Robbery,753,0.0012938144329896907
1979,Delaware,Aggravated Assault,2179,0.0037439862542955325
1979,Delaware,Property Crime,34853,0.05988487972508591
1979,Delaware,Burglary,8890,0.015274914089347079
1979,Delaware,Larceny,23081,0.03965807560137457
1979,Delaware,Motor Vehicle Theft,2882,0.004951890034364261
1979,Florida,Violent Crime,73881,0.008338713318284424
1979,Florida,Homicide,1084,0.00012234762979683973
1979,Florida,Rape,4576,0.0005164785553047404
1979,Florida,Robbery,22097,0.0024940180586907447
1979,Florida,Aggravated Assault,46124,0.005205869074492099
1979,Florida,Property Crime,607281,0.06854187358916479
1979,Florida,Burglary,190884,0.021544469525959366
1979,Florida,Larceny,378099,0.04267483069977426
1979,Florida,Motor Vehicle Theft,38298,0.004322573363431151
1979,Georgia,Violent Crime,28594,0.00558694802657288
1979,Georgia,Homicide,877,0.00017135599843688941
1979,Georgia,Rape,2216,0.0004329816334505666
1979,Georgia,Robbery,10939,0.0021373583431027747
1979,Georgia,Aggravated Assault,14562,0.0028452520515826495
1979,Georgia,Property Crime,248641,0.04858167252833138
1979,Georgia,Burglary,81579,0.015939624853458383
1979,Georgia,Larceny,145758,0.028479484173505275
1979,Georgia,Motor Vehicle Theft,21304,0.004162563501367722
1979,Hawaii,Violent Crime,2651,0.0028972677595628417
1979,Hawaii,Homicide,66,7.213114754098361e-05
1979,Hawaii,Rape,296,0.00032349726775956285
1979,Hawaii,Robbery,1688,0.001844808743169399
1979,Hawaii,Aggravated Assault,601,0.0006568306010928962
1979,Hawaii,Property Crime,63664,0.06957814207650273
1979,Hawaii,Burglary,16538,0.01807431693989071
1979,Hawaii,Larceny,40580,0.044349726775956284
1979,Hawaii,Motor Vehicle Theft,6546,0.007154098360655737
1979,Iowa,Violent Crime,5259,0.0018115742335514985
1979,Iowa,Homicide,65,2.2390630382363074e-05
1979,Iowa,Rape,320,0.00011023079572855666
1979,Iowa,Robbery,1457,0.0005018945918015845
1979,Iowa,Aggravated Assault,3417,0.0011770582156389942
1979,Iowa,Property Crime,119620,0.04120564932828109
1979,Iowa,Burglary,26768,0.009220806062693765
1979,Iowa,Larceny,85023,0.029287977953840853
1979,Iowa,Motor Vehicle Theft,7829,0.002696865311746469
1979,Idaho,Violent Crime,2613,0.002887292817679558
1979,Idaho,Homicide,49,5.414364640883978e-05
1979,Idaho,Rape,186,0.00020552486187845303
1979,Idaho,Robbery,392,0.0004331491712707182
1979,Idaho,Aggravated Assault,1986,0.002194475138121547
1979,Idaho,Property Crime,35766,0.03952044198895028
1979,Idaho,Burglary,9729,0.010750276243093923
1979,Idaho,Larceny,23577,0.026051933701657457
1979,Idaho,Motor Vehicle Theft,2460,0.002718232044198895
1979,Illinois,Violent Crime,83540,0.00743900267141585
1979,Illinois,Homicide,1203,0.00010712377560106857
1979,Illinois,Rape,3702,0.0003296527159394479
1979,Illinois,Robbery,36056,0.0032106856634016028
1979,Illinois,Aggravated Assault,42579,0.003791540516473731
1979,Illinois,Property Crime,593750,0.05287177203918077
1979,Illinois,Burglary,161776,0.014405699020480854
1979,Illinois,Larceny,356062,0.03170632235084595
1979,Illinois,Motor Vehicle Theft,75912,0.006759750667853962
1979,Indiana,Violent Crime,18254,0.0033803703703703704
1979,Indiana,Homicide,448,8.296296296296296e-05
1979,Indiana,Rape,1681,0.0003112962962962963
1979,Indiana,Robbery,7167,0.0013272222222222223
1979,Indiana,Aggravated Assault,8958,0.0016588888888888888
1979,Indiana,Property Crime,230223,0.04263388888888889
1979,Indiana,Burglary,63176,0.01169925925925926
1979,Indiana,Larceny,143666,0.026604814814814814
1979,Indiana,Motor Vehicle Theft,23381,0.004329814814814815
1979,Kansas,Violent Crime,8376,0.003535669058674546
1979,Kansas,Homicide,130,5.4875474883917263e-05
1979,Kansas,Rape,626,0.00026424651751794006
1979,Kansas,Robbery,2423,0.001022794428028704
1979,Kansas,Aggravated Assault,5197,0.0021937526382439848
1979,Kansas,Property Crime,107605,0.04542211903756859
1979,Kansas,Burglary,31504,0.013298438159560996
1979,Kansas,Larceny,69622,0.029388771633600676
1979,Kansas,Motor Vehicle Theft,6479,0.002734909244406923
1979,Kentucky,Violent Crime,8748,0.002480294868159909
1979,Kentucky,Homicide,335,9.498157074000568e-05
1979,Kentucky,Rape,719,0.0002038559682449674
1979,Kentucky,Robbery,3247,0.0009206124184859654
1979,Kentucky,Aggravated Assault,4447,0.0012608449106889707
1979,Kentucky,Property Crime,103548,0.029358661752197333
1979,Kentucky,Burglary,32082,0.00909611567904735
1979,Kentucky,Larceny,62431,0.01770087893393819
1979,Kentucky,Motor Vehicle Theft,9035,0.0025616671392117945
1979,Louisiana,Violent Crime,27229,0.006763288623944362
1979,Louisiana,Homicide,682,0.00016939890710382513
1979,Louisiana,Rape,1554,0.00038599105812220564
1979,Louisiana,Robbery,8832,0.002193740685543964
1979,Louisiana,Aggravated Assault,16161,0.004014157973174367
1979,Louisiana,Property Crime,188514,0.04682414307004471
1979,Louisiana,Burglary,56237,0.013968455042225533
1979,Louisiana,Larceny,115856,0.028776949826130153
1979,Louisiana,Motor Vehicle Theft,16421,0.0040787382016890215
1979,Massachusetts,Violent Crime,30650,0.00531287918183394
1979,Massachusetts,Homicide,212,3.674813659213035e-05
1979,Massachusetts,Rape,1428,0.0002475299011960478
1979,Massachusetts,Robbery,11724,0.002032241289651586
1979,Massachusetts,Aggravated Assault,17286,0.0029963598543941757
1979,Massachusetts,Property Crime,310756,0.053866527994453114
1979,Massachusetts,Burglary,92570,0.016046108511007108
1979,Massachusetts,Larceny,152135,0.026371121511527127
1979,Massachusetts,Motor Vehicle Theft,66051,0.011449297971918878
1979,Maryland,Violent Crime,33007,0.007955410942395758
1979,Maryland,Homicide,406,9.785490479633646e-05
1979,Maryland,Rape,1636,0.0003943118823812967
